,model,price,rating,processor,graphic_card,core,display,ram,os,internal_storage
327,HP Victus 15-fa0353TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹85,990",63,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
328,Dell XPS 9720 Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹3,31,490",91,12th Gen Intel Core i9 12900HK,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","17 inches, 3840 x 2400 pixels, Touch Screen",32 GB DDR5 RAM,Windows 11 OS,1 TB SSD
329,Lenovo IdeaPad Gaming 3 82K201Y9IN Laptop (AMD Ryzen 5-5600H/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹58,900",65,5th Gen AMD Ryzen 5  5600H,256 GB SSD,"Hexa Core, 12 Threads",4 GB NVIDIA GeForce GTX 1650,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
330,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹55,490",63,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
331,Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 4GB Graph),"₹88,896",71,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
332,Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,74,990",75,12th Gen Intel Core i7 12700H,6 GB ‎NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
333,MSI Thin GF63 11UC-866IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹54,990",63,11th Gen Intel Core i7 11800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
334,Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop (AMD Ryzen 5-5500U/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,200",60,5th Gen AMD Ryzen 5  5500U,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
335,HP Victus 15-fa0073TX Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹79,990",62,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
336,Lenovo IdeaPad Gaming 3 82K1019AIN Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹65,650",66,11th Gen Intel Core i5 11300H,256 GB SSD,"Quad Core, 8 Threads",4 GB NVIDIA GeForce RTX 3050,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
337,Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,500",63,12th Gen Intel Core i5 1240P,4 GB NVIDIA GeForce GTX 1650,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB  RAM,Windows 11 OS,512 GB SSD
338,Asus ROG Zephyrus G15 2022 GA503RM-LN143WS Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹99,990",73,6th Gen AMD Ryzen 7  6800HS,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
339,Asus ROG Zephyrus G14 GA402RJZ-L4134WS Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,19,990",71,6th Gen AMD Ryzen 7  6800HS,8 GB AMD Radeon RX 6700S,"Octa Core, 16 Threads","14 inches, 1920 x 1200 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
340,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,29,990",75,6th Gen AMD Ryzen 9  6900HS​,8 GB NVIDIA GeForce RTX 3070,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
341,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop ( AMD 9 6900HX/ 32GB/ 2TB SSD/ Win11 / 16GB Graph),"₹3,11,389",84,6th Gen AMD Ryzen 9  6900HX,16 GB NVIDIA GeForce RTX 3080 Ti,"Octa Core, 16 Threads","16 inches, 3840 x 2400 pixels",32 GB DDR5 RAM,Windows 11 OS,2 TB SSD
342,Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop (AMD Ryzen 9 6900HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹94,990",78,6th Gen AMD Ryzen 9  6900HS​,8 GB AMD Radeon RX 6800S,"Octa Core, 16 Threads","14 inches, 2560 x 1600 pixels",32 GB DDR5 RAM,Windows 11 OS,1 TB SSD
343,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LS228WS Gaming Laptop ( AMD 9 6900HX/ 32GB/ 2TB SSD/ Win11 / 16GB Graph),"₹3,61,990",83,6th Gen AMD Ryzen 9  6900HX,16 GB NVIDIA GeForce RTX 3080 Ti,"Octa Core, 16 Threads","16 inches, 1920 x 1200 pixels",32 GB DDR5 RAM,Windows 11 OS,2 TB SSD
344,MSI Thin GF63 11UC-867IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹56,990",62,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
345,HP Victus 15-fb0040AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹48,890",63,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
346,HP Victus 16-E0301Ax Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹60,238",66,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
347,Acer Predator Helios 500 Ph517-52 Gaming Laptop (11th Gen Core i9/ 64GB/ 2TB SSD/ 1TB HDD/Win10 Home/ 16GB Graph),"₹4,49,999",90,11th Gen Intel Core i9 11980HK,2 TB SSD,"Octa Core, 16 Threads",16 GB NVIDIA GeForce RTX 3080,64 GB DDR4 RAM,"17.3 inches, 3840 x 2160 pixels",1 TB Hard Disk
348,HP Pavilion x360 14-ek0086TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹74,100",57,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,"10 Cores (2P + 8E), 12 Threads","14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
349,HP Victus 15-fa0165TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,999",65,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce GTX 1650,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
350,HP Victus 15-fa0354TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹84,990",64,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050 Ti,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
351,Asus ROG Strix G17 2022 G713IE-HX040W Gaming Laptop (AMD Ryzen 7 4800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹87,936",69,4th Gen AMD Ryzen 7 4800H ,4 GB NVIDIA GeForce RTX 3050 Ti,"Octa Core, 16 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,1 TB SSD
352,HP Victus 15-fa0350TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹67,500",65,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
353,Asus TUF Gaming A15 FA506ICB-HN075W Laptop (Ryzen 7 4800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹84,749",64,4th Gen AMD Ryzen 7  4800H,4 GB NVIDIA GeForce RTX3050,"Octa Core, 16 Threads","15.6 inches, 1080 x 1920 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
354,Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹93,003",68,6th Gen AMD Ryzen 7  6800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
355,MSI Gaming Raider GE66 12UHS-218IN Gaming Laptop (12th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹4,14,990",88,12th Gen Intel Core i7 12700H,16 GB NVIDIA GeForce RTX RTX 3080 Ti,"14 Cores (6P + 8E), 20 Threads","17.3 inches, 3840 x 2160 pixels",32 GB DDR5 RAM,Windows 11  OS,2 TB SSD
356,Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",68,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
357,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),"₹51,990",62,5th Gen AMD Ryzen 5 5600H,AMD Radeon Vega 7 Graphics,"Hexa Core, 12 Threads","16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
358,MSI GP66 Leopard 11UG-693IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹1,22,300",71,11th Gen Intel Core i7 11800H,8 GB NVIDIA GeForce RTX 3070,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
359,HP Victus 16-e0305ax Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹77,999",68,5th Gen AMD Ryzen 7 5800H ,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
360,Asus TUF Gaming A17 FA706IHRB-HX041W Gaming Laptop (AMD Ryzen 5 4600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,500",62,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","17.3 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
361,Acer Aspire 5 A515-57G Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,299",61,12th Gen Intel Core i5 1240P,4 GB NVIDIA GeForce RTX 2050,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
362,Lenovo Legion 5 82JK00BEIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹94,990",68,11th Gen Intel Core i7 11800H ,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
363,Acer Aspire 7 A715-75G NH.QGBSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,800",64,12th Gen Intel Core i5 1240P,4 GB NVIDIA GeForce GTX 1650,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
364,Acer Predator Helios 300 PH315-55 NH.QGPS.003 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,19,499",71,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
365,Asus TUF Gaming F17 FX707ZM-HX030WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,16,000",71,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
366,Asus TUF Gaming F15 FX577ZM-HQ067WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,02,000",75,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
367,Asus TUF Gaming F17 FX777ZC-HX069W Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹94,990",70,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,"12 Cores (4P + 8E), 16 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
368,Asus Strix G15 G513RM-HF274WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹94,990",65,6th Gen AMD Ryzen 7  6800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
369,Asus TUF Gaming A17 FA777RC-HX027WS Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹86,399",60,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
370,MSI Thin GF63 11SC-853IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹48,990",65,11th Gen Intel Core i5 11400H,4 GB NVIDIA Geforce GTX1650 Max Q,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
371,Lenovo IdeaPad Gaming 3 15IHU6 82K101A3IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹61,989",64,11th Gen Intel Core i5 11320H,4 GB NVIDIA GeForce RTX 3050 Graphics,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
372,Asus TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹48,990",57,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
373,Asus TUF Gaming F15 FX577ZE-HN072WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹92,999",60,12th Gen Intel Core i7 12700H ,4 GB ‎NVIDIA GeForce RTX 3050 Ti,20 Threads,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11  OS,1 TB SSD
374,Dell Inspiron 5520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,890",66,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,Windows 11 OS,512 GB SSD
375,Asus Strix G15 G513RM-HF272WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,07,991",70,6th Gen AMD Ryzen 7  6800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
376,Dell G15-5511 Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹95,999",68,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
377,Dell G15-5511 Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹68,700",64,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
378,Dell G15-5520 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹1,02,363",66,12th Gen Intel Core i7 12700H,4 GB NVIDIA GeForce RTX 3050 Ti,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11  OS,512 GB SSD
379,HP Victus 16-e0361ax Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,05,800",71,5th Gen AMD Ryzen 7 5800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
380,Asus ROG Strix Scar 15 G533ZW-LN136WS Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,08,999",75,12th Gen Intel Core i9 12900H,8 GB NVIDIA GeForce RTX 3070 Ti,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",32 GB DDR5 RAM,Windows 11  OS,1 TB SSD
381,Acer Nitro AN515-57 NH.QEHSI.001 Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",60,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
382,Dell Inspiron 16 7610 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,86,000",74,11th Gen Intel Core i7 11800H ,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","16 inches, 3072 x 1920 pixels",16 GB DDR4 RAM,Windows 11 OS,1 TB SSD
383,Asus TUF Gaming F15 FX577ZE-HN056W Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹98,990",68,12th Gen Intel Core i7 12700H ,4 GB ‎NVIDIA GeForce RTX 3050 Ti,"Octa Core, 20 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11  OS,512 GB SSD
384,HP Victus 16-e0350ax Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win 11/ 4GB Graph),"₹60,480",63,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce RTX 3050Ti,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
385,HP Pavilion 15-EC2048AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹76,899",63,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce RTX 3050 Ti,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
386,Acer Nitro 5 AN515-58 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,999",63,12th Gen Intel Core i5 12500H ,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
387,Asus TUF Gaming A15 2021 FA506QM-HN124W Laptop (Ryzen 9 5900HX/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹86,399",68,5th Gen AMD Ryzen 9 5900HX,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
388,HP Omen 16-C0140AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,08,990",65,5th Gen AMD Ryzen 7  5800H,8 GB AMD Radeon RX 6600M,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows OS,1 TB SSD
389,Dell G15-5515 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹90,999",59,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11  OS,512 GB SSD
390,Asus TUF Gaming F15 FX506LH-HN258WS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹47,990",61,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
391,Lenovo IdeaPad Gaming 3 15IHU6 82K10168IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹62,990",63,11th Gen Intel Core i5 11300H,4 GB NVIDIA GeForce RTX 3050 Graphics,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
392,MSI Sword 15 A11UC-892IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹69,999",64,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce RTX RTX3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
393,Asus ROG Strix G15 G513RC-HN083W Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹80,490",65,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
394,Asus ROG Strix G15 2022 G513RC-HN084WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹85,389",68,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
395,Asus ROG Strix G15 G513RC-HN062W Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹77,990",64,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
396,Lenovo Legion 5 Pro 82JQ00JCIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,05,989",70,5th Gen AMD Ryzen 7  5800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR4 RAM,Windows 11 OS,1 TB SSD
397,HP Pavilion 15-DK2096TX Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹81,500",62,11th Gen Intel Core i7 11370H,4 GB NVIDIA GeForce RTX RTX 3050,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11  OS,512 GB SSD
398,HP Pavilion 15-EC2145AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹66,575",60,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
399,HP Pavilion 15-EC2146AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),"₹70,766",63,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
400,HP Pavilion 15-ec2150AX Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,000",60,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
